original.names,new.name,short.name,description,original.variables,design.logical,design.logical.statistical,modification.IDs,associated.modification.IDs.without.resulting.action,known.remaining.dependencies.after.statistical.treatment,suspected.but.untestable.dependencies,networks.of.dependencies,recode.operation.type,condition.human.readable,condition.if.variable.conditioned,first.priority.variable.if.merged,second.priority.variable.if.merged,third.priority.variable.if.merged,fourth.priority.variable.if.merged,recode.operation.Rcode,original.levels,new.levels,recode.pattern,domain
autotyp_ClauseWordOrder_WordOrderAPVSecondaryLex,o_autotyp_ClauseWordOrder_WordOrderAPVSecondaryLex,TLI0065,autotyp_ClauseWordOrder: Word Order AP V Secondary Lex,TRUE,FALSE,FALSE,A-U100LG,,,,,include without modification,none,,,,,,,1 VOA;2 VAO;3 OVA;4 free;5 AVO;6 AOV;7 ?,,,Morphosyntax
autotyp_ClauseWordOrder_WordOrderAVBasicLex,o_autotyp_ClauseWordOrder_WordOrderAVBasicLex,TLI0066,autotyp_ClauseWordOrder: Word Order AV Basic Lex,TRUE,FALSE,FALSE,D-POV-037,,,,,include without modification,none,,,,,,,1 head-dep;2 dep-head;3 ?,,,Morphosyntax
autotyp_ClauseWordOrder_WordOrderAVSecondaryLex,o_autotyp_ClauseWordOrder_WordOrderAVSecondaryLex,TLI0067,autotyp_ClauseWordOrder: Word Order AV Secondary Lex,TRUE,FALSE,FALSE,A-U100LG,,,,,include without modification,none,,,,,,,1 head-dep;2 dep-head;3 ?,,,Morphosyntax
autotyp_ClauseWordOrder_WordOrderPVBasicLex,o_autotyp_ClauseWordOrder_WordOrderPVBasicLex,TLI0068,autotyp_ClauseWordOrder: Word Order PV Basic Lex,TRUE,FALSE,FALSE,D-POV-037,,,,,include without modification,none,,,,,,,1 head-dep;2 dep-head;3 ?,,,Morphosyntax
autotyp_ClauseWordOrder_WordOrderPVSecondaryLex,o_autotyp_ClauseWordOrder_WordOrderPVSecondaryLex,TLI0069,autotyp_ClauseWordOrder: Word Order PV Secondary Lex,TRUE,FALSE,FALSE,A-U100LG,,,,,include without modification,none,,,,,,,1 head-dep;2 dep-head;3 ?,,,Morphosyntax
autotyp_ClauseWordOrder_WordOrderSVBasicLex,o_autotyp_ClauseWordOrder_WordOrderSVBasicLex,TLI0070,autotyp_ClauseWordOrder: Word Order SV Basic Lex,TRUE,FALSE,FALSE,A-U100LG,,,,,include without modification,none,,,,,,,1 head-dep;2 dep-head;3 ?,,,Morphosyntax
autotyp_ClauseWordOrder_WordOrderSVSecondaryLex,o_autotyp_ClauseWordOrder_WordOrderSVSecondaryLex,TLI0071,autotyp_ClauseWordOrder: Word Order SV Secondary Lex,TRUE,FALSE,FALSE,A-IV0,,,,,include without modification,none,,,,,,,1 dep-head;2 ?,,,Morphosyntax
autotyp_Clusivity_ClusivityType,o_autotyp_Clusivity_ClusivityType,TLI0072,autotyp_Clusivity: Clusivity Type,TRUE,FALSE,FALSE,D-AUTOTYPMOD-08,,,,,include without modification,none,,,,,,,1 plain i/e type;2 no i/e;3 min/aug type;4 excl as person type;5 ?,,,Morphosyntax
autotyp_Clusivity_HasClusivity,o_autotyp_Clusivity_HasClusivity,TLI0073,autotyp_Clusivity: Has Clusivity,TRUE,FALSE,FALSE,D-ENWAAU-08,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_Clusivity_HasClusivityAsPerson,o_autotyp_Clusivity_HasClusivityAsPerson,TLI0074,autotyp_Clusivity: Has Clusivity As Person,TRUE,FALSE,FALSE,D-POV-063,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_Clusivity_HasClusivityWithMinimalNumberSystem,o_autotyp_Clusivity_HasClusivityWithMinimalNumberSystem,TLI0075,autotyp_Clusivity: Has Clusivity With Minimal Number System,TRUE,FALSE,FALSE,D-POV-063,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_Gender_GenderCount,o_autotyp_Gender_GenderCount,TLI0076,autotyp_Gender: Gender Count,TRUE,FALSE,FALSE,D-DECOMP-44,,,,,include without modification,none,,,,,,,1 8;2 7;3 6;4 5;5 4;6 3;7 20;8 2;9 18;10 12;11 11;12 10;13 ?,,,Morphosyntax
autotyp_Gender_GenderCountBinned4,o_autotyp_Gender_GenderCountBinned4,TLI0077,autotyp_Gender: Gender Count Binned 4,TRUE,FALSE,FALSE,D-POV-026,,,,,include without modification,none,,,,,,,1 more;2 3;3 2;4 ?,,,Morphosyntax
autotyp_Gender_HasGender,o_autotyp_Gender_HasGender,TLI0078,autotyp_Gender: Has Gender,TRUE,FALSE,FALSE,D-DECOMP-44,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerBehavior,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerBehavior,TLI0079,autotyp_GrammaticalMarkersPerLanguage: Case Marker Behavior,TRUE,FALSE,FALSE,D-POV-029,,,,,include without modification,none,,,,,,,1 stacking;2 spreading;3 on head;4 initial;5 inert;6 flexible;7 final;8 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerBehaviorBinned4,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerBehaviorBinned4,TLI0080,autotyp_GrammaticalMarkersPerLanguage: Case Marker Behavior Binned 4,TRUE,FALSE,FALSE,D-POV-029,,,,,include without modification,none,,,,,,,1 spreading;2 on head;3 initial;4 final;5 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerBehaviorIsSpreading,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerBehaviorIsSpreading,TLI0081,autotyp_GrammaticalMarkersPerLanguage: Case Marker Behavior Is Spreading,TRUE,TRUE,TRUE,,D-POV-029,,,,include without modification,if case (according to implicit autotyp definition in GrammaticalMarkersPerLanguage) present,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerExpressedCategoriesCount,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerExpressedCategoriesCount,TLI0082,autotyp_GrammaticalMarkersPerLanguage: Case Marker Expressed Categories Count,TRUE,FALSE,FALSE,D-U100LGAC-11,,,,,include without modification,none,,,,,,,1 3;2 2;3 1;4 0;5 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerExpressesMultipleCategories,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerExpressesMultipleCategories,TLI0083,autotyp_GrammaticalMarkersPerLanguage: Case Marker Expresses Multiple Categories,TRUE,FALSE,FALSE,D-U100LGAC-11,D-POV-050;S-CASPLU-03,,,,include without modification,if case (according to implicit autotyp definition in GrammaticalMarkersPerLanguage) present,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFormativeFlexivity,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFormativeFlexivity,TLI0084,autotyp_GrammaticalMarkersPerLanguage: Case Marker Formative Flexivity,TRUE,FALSE,FALSE,D-EXMIX-08,,,,,include without modification,none,,,,,,,1 none;2 lex-based;3 cat-based;4 both;5 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFusion,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFusion,TLI0085,autotyp_GrammaticalMarkersPerLanguage: Case Marker Fusion ,TRUE,FALSE,FALSE,D-POV-027,,,,,include without modification,none,,,,,,,1 tonal;2 suppletive;3 isolating;4 concatenative_or_suppletive;5 concatenative_or_ablaut;6 concatenative_and_ablaut;7 concatenative;8 ablaut;9 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFusionBinned6,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFusionBinned6,TLI0086,autotyp_GrammaticalMarkersPerLanguage: Case Marker Fusion Binned 6,TRUE,FALSE,FALSE,D-POV-027,,,,,include without modification,none,,,,,,,1 tonal;2 stem;3 isolating;4 concatenative;5 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFusionIsIsolating,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFusionIsIsolating,TLI0087,autotyp_GrammaticalMarkersPerLanguage: Case Marker Fusion Is Isolating,TRUE,FALSE,FALSE,D-POV-027,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFusionIsNonlinear,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFusionIsNonlinear,TLI0088,autotyp_GrammaticalMarkersPerLanguage: Case Marker Fusion Is Nonlinear,TRUE,FALSE,FALSE,D-POV-027,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFusionIsReduplicative,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFusionIsReduplicative,TLI0089,autotyp_GrammaticalMarkersPerLanguage: Case Marker Fusion Is Reduplicative,TRUE,FALSE,FALSE,A-IV0,,,,,include without modification,none,,,,,,,1 false;2 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFusionIsTonal,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerFusionIsTonal,TLI0090,autotyp_GrammaticalMarkersPerLanguage: Case Marker Fusion Is Tonal,TRUE,FALSE,FALSE,A-IV2,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerHasMultipleDefaultExponents,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerHasMultipleDefaultExponents,TLI0091,autotyp_GrammaticalMarkersPerLanguage: Case Marker Has Multiple Default Exponents,TRUE,FALSE,FALSE,A-IV0,,,,,include without modification,none,,,,,,,1 false;2 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerHasMultipleExponents,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerHasMultipleExponents,TLI0092,autotyp_GrammaticalMarkersPerLanguage: Case Marker Has Multiple Exponents,TRUE,FALSE,FALSE,A-IV0,,,,,include without modification,none,,,,,,,1 false;2 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerHasPostposedExponent,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerHasPostposedExponent,TLI0093,autotyp_GrammaticalMarkersPerLanguage: Case Marker Has Postposed Exponent,TRUE,FALSE,FALSE,D-POV-028,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerHasPreposedDefaultExponent,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerHasPreposedDefaultExponent,TLI0094,autotyp_GrammaticalMarkersPerLanguage: Case Marker Has Preposed Default Exponent,TRUE,FALSE,FALSE,D-POV-028,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerHasPreposedExponent,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerHasPreposedExponent,TLI0095,autotyp_GrammaticalMarkersPerLanguage: Case Marker Has Preposed Exponent,TRUE,FALSE,FALSE,D-POV-028,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerHostRestriction,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerHostRestriction,TLI0096,autotyp_GrammaticalMarkersPerLanguage: Case Marker Host Restriction,TRUE,TRUE,TRUE,,,,,,include without modification,if case (according to implicit autotyp definition in GrammaticalMarkersPerLanguage) present,,,,,,,1 semi-restricted;2 restricted;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerIsPersonPortmanteau,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerIsPersonPortmanteau,TLI0097,autotyp_GrammaticalMarkersPerLanguage: Case Marker Is Person Portmanteau,TRUE,FALSE,FALSE,A-IV0,,,,,include without modification,none,,,,,,,1 false;2 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerMorphemeType,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerMorphemeType,TLI0098,autotyp_GrammaticalMarkersPerLanguage: Case Marker Morpheme Type,TRUE,FALSE,FALSE,D-POV-027,,,,,include without modification,none,,,,,,,1 PoSWd;2 formative;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerPosition,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerPosition,TLI0099,autotyp_GrammaticalMarkersPerLanguage: Case Marker Position,TRUE,FALSE,FALSE,D-POV-028,,,,,include without modification,none,,,,,,,1 prae;2 post (in);3 post;4 in;5 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerPositionBinned4,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerPositionBinned4,TLI0100,autotyp_GrammaticalMarkersPerLanguage: Case Marker Position Binned 4,TRUE,FALSE,FALSE,D-POV-028,,,,,include without modification,none,,,,,,,1 prae;2 post;3 in/simul;4 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerPositionBinned5,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerPositionBinned5,TLI0101,autotyp_GrammaticalMarkersPerLanguage: Case Marker Position Binned 5,TRUE,FALSE,FALSE,D-POV-028,,,,,include without modification,none,,,,,,,1 prae;2 post;3 in;4 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_CaseMarkerStemFlexivity,o_autotyp_GrammaticalMarkersPerLanguage_CaseMarkerStemFlexivity,TLI0102,autotyp_GrammaticalMarkersPerLanguage: Case Marker Stem Flexivity,TRUE,TRUE,TRUE,,,,,,include without modification,if case (according to implicit autotyp definition in GrammaticalMarkersPerLanguage) present,,,,,,,1 none;2 lex-based;3 cat-based;4 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerBehavior,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerBehavior,TLI0103,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Behavior,TRUE,FALSE,FALSE,D-U100LGAC-05,,,,,include without modification,none,,,,,,,1 on head and initial;2 on head and final;3 on head;4 initial;5 inert;6 flexible;7 final;8 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerBehaviorBinned4,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerBehaviorBinned4,TLI0104,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Behavior Binned 4,TRUE,FALSE,FALSE,A-U100LG,,,,,include without modification,none,,,,,,,1 on head;2 initial;3 final;4 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerBehaviorIsSpreading,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerBehaviorIsSpreading,TLI0105,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Behavior Is Spreading,TRUE,FALSE,FALSE,A-IV0,,,,,include without modification,none,,,,,,,1 false;2 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerExpressedCategoriesCount,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerExpressedCategoriesCount,TLI0106,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Expressed Categories Count,TRUE,FALSE,FALSE,D-U100LGAC-07,,,,,include without modification,none,,,,,,,1 4;2 3;3 2;4 1;5 0;6 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerExpressesMultipleCategories,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerExpressesMultipleCategories,TLI0107,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Expresses Multiple Categories,TRUE,TRUE,TRUE,,S-MOR-35-O;S-MOR-35-C;D-U100LGAC-07;S-MOR-36;S-MOR-37,,,fusional/agglutinative,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFormativeFlexivity,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFormativeFlexivity,TLI0108,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Formative Flexivity,TRUE,FALSE,FALSE,D-EXMIX-08,,,,,include without modification,none,,,,,,,1 none;2 lex-based;3 cat-based;4 both;5 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFusion,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFusion,TLI0109,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Fusion ,TRUE,FALSE,FALSE,D-POV-032,,,,,include without modification,none,,,,,,,1 tonal_or_ablaut_then_isolating;2 isolating_then_concatenative;3 isolating_or_concatenative;4 isolating_default_or_concatenative;5 isolating;6 concatenative_then_isolating;7 concatenative_default_or_isolating;8 concatenative;9 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFusionBinned6,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFusionBinned6,TLI0110,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Fusion Binned 6,TRUE,FALSE,FALSE,D-POV-032,,,,,include without modification,none,,,,,,,1 stem;2 isolating;3 concatenative;4 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFusionIsIsolating,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFusionIsIsolating,TLI0111,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Fusion Is Isolating,TRUE,FALSE,FALSE,D-POV-032,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFusionIsNonlinear,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFusionIsNonlinear,TLI0112,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Fusion Is Nonlinear,TRUE,FALSE,FALSE,A-IV1,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFusionIsReduplicative,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFusionIsReduplicative,TLI0113,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Fusion Is Reduplicative,TRUE,FALSE,FALSE,A-IV0,,,,,include without modification,none,,,,,,,1 false;2 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFusionIsTonal,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerFusionIsTonal,TLI0114,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Fusion Is Tonal,TRUE,FALSE,FALSE,A-IV0,,,,,include without modification,none,,,,,,,1 false;2 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerHasMultipleDefaultExponents,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerHasMultipleDefaultExponents,TLI0115,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Has Multiple Default Exponents,TRUE,FALSE,FALSE,D-DECOMP-08,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerHasMultipleExponents,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerHasMultipleExponents,TLI0116,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Has Multiple Exponents,TRUE,FALSE,FALSE,D-POV-036,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerHasPostposedExponent,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerHasPostposedExponent,TLI0117,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Has Postposed Exponent,TRUE,FALSE,FALSE,D-POV-033,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerHasPreposedDefaultExponent,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerHasPreposedDefaultExponent,TLI0118,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Has Preposed Default Exponent,TRUE,FALSE,FALSE,D-POV-033,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerHasPreposedExponent,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerHasPreposedExponent,TLI0119,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Has Preposed Exponent,TRUE,FALSE,FALSE,D-POV-033,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerHostRestriction,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerHostRestriction,TLI0120,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Host Restriction,TRUE,TRUE,TRUE,,,,,,include without modification,none,,,,,,,1 unrestricted;2 semi-restricted;3 restricted;4 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerIsPersonPortmanteau,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerIsPersonPortmanteau,TLI0121,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Is Person Portmanteau,TRUE,FALSE,FALSE,A-IV0,,,,,include without modification,none,,,,,,,1 false;2 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerMorphemeType,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerMorphemeType,TLI0122,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Morpheme Type,TRUE,FALSE,FALSE,D-POV-032,,,,,include without modification,none,,,,,,,1 PoSWd;2 formative;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerPosition,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerPosition,TLI0123,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Position,TRUE,FALSE,FALSE,D-POV-033,,,,,include without modification,none,,,,,,,1 simul (prae);2 simul;3 prae/post;4 prae (circum);5 prae;6 post (circum);7 post;8 circum (W);9 circum (prae);10 circum (post);11 circum;12 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerPositionBinned4,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerPositionBinned4,TLI0124,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Position Binned 4,TRUE,FALSE,FALSE,D-POV-033,,,,,include without modification,none,,,,,,,1 split;2 prae;3 post;4 in/simul;5 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerPositionBinned5,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerPositionBinned5,TLI0125,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Position Binned 5,TRUE,FALSE,FALSE,D-POV-033,,,,,include without modification,none,,,,,,,1 split;2 simul;3 prae;4 post;5 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NegationMarkerStemFlexivity,o_autotyp_GrammaticalMarkersPerLanguage_NegationMarkerStemFlexivity,TLI0126,autotyp_GrammaticalMarkersPerLanguage: Negation Marker Stem Flexivity,TRUE,FALSE,FALSE,A-IV1,,,,,include without modification,none,,,,,,,1 none;2 lex-based;3 cat-based;4 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NounPluralMarkerBehavior,o_autotyp_GrammaticalMarkersPerLanguage_NounPluralMarkerBehavior,TLI0127,autotyp_GrammaticalMarkersPerLanguage: Noun Plural Marker Behavior,TRUE,FALSE,FALSE,A-U100LG,,,,,include without modification,none,,,,,,,1 stacking;2 spreading;3 initial;4 inert;5 flexible;6 final;7 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NounPluralMarkerBehaviorBinned4,o_autotyp_GrammaticalMarkersPerLanguage_NounPluralMarkerBehaviorBinned4,TLI0128,autotyp_GrammaticalMarkersPerLanguage: Noun Plural Marker Behavior Binned 4,TRUE,FALSE,FALSE,A-U100LG,,,,,include without modification,none,,,,,,,1 spreading;2 initial;3 final;4 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NounPluralMarkerBehaviorIsSpreading,o_autotyp_GrammaticalMarkersPerLanguage_NounPluralMarkerBehaviorIsSpreading,TLI0129,autotyp_GrammaticalMarkersPerLanguage: Noun Plural Marker Behavior Is Spreading,TRUE,FALSE,FALSE,A-U100LG,,,,,include without modification,none,,,,,,,1 true;2 false;3 ?,,,Morphosyntax
autotyp_GrammaticalMarkersPerLanguage_NounPluralMarkerExpressedCategoriesCount,o_autotyp_GrammaticalMarkersPerLanguage_NounPluralMarkerExpressedCategoriesCount,TLI0130,autotyp_GrammaticalMarkersPerLanguage: Noun Plural Marker Expressed Categories Count,TRUE,FALSE,FALSE,D-U100LGAC-11,,,,,include without modification,none,,,,,,,1 4;2 3;3 2;4 1;5 0;6 ?,,,Morphosyntax
