"modification.type","modification.ID","design.decision","expectation.tested","motivation.for.test","source","suspected.tendency.confirmed?","requires.statistically.motivated.action","logging.in.known.remaining.dependencies","relative.overlap.vsmall.in.vlarge.sufficient","sufficient.samples.applicable.for.test","passes.bell.test","passes.cohens.d","resulting.modification","relevant.variables","resulting.added.variables","is.added.variable.kept","resulting.removed.variables","variable.1.for.test","variable.2.for.test","test","v1.equals.for.test","v1.unequals.for.test","v2.equals.for.test","v2.unequals.for.test","nr.lgs.v1","nr.lgs.v2","absolute.overlap.v1.v2","relative.overlap.vsmall.in.vlarge","relative.overlap.vlarge.in.vsmall","samples.disregarded.insufficient.lgs.applicable","samples.assessed","mean.d1.across.tested.samples","sd.d1.across.tested.samples","mean.plus.sd.d1.across.tested.samples","mean.d2.across.tested.samples","sd.d2.across.tested.samples","mean.plus.sd.d2.across.tested.samples","mean.baseline.1","mean.baseline.2","d1.baseline1.cohensd","d2.baseline2.cohensd","maximum.sum","minimum.cohensd","minimum.sum","maximum.cohensd"
"logical","L-ADP-2","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB563m, GB074","GB074c","yes","GB074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-ADP-3","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB563m, GB075","GB075c","yes","GB075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-AGR-GEN-2","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB560drmc, GB198","GB198c","yes","GB198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-ANT-1","create meta-variable to keep track of an obvious overarching phenomenon (antipassive) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB148, GB303","GB556m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-ANT-2","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB556m, GB148","GB148c","yes","GB148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-ANT-3","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB556m, GB303","GB303c","yes","GB303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-ART-1","create meta-variable to keep track of an obvious overarching phenomenon (articles) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB020, GB021, GB022, GB023, GB172, GB186","GB550m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-ART-2","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB550m, GB020","GB020c","yes","GB020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-ART-3","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB550m, GB021","GB021c","yes","GB021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-ART-4","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB550m, GB022","GB022c","yes","GB022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-ART-5","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB550m, GB023","GB023c","yes","GB023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-CAS-1","create meta-variable to keep track of an obvious overarching phenomenon (morphological case) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB070, GB071, GB072, GB073","GB480m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-CLA-1","create meta-variable to keep track of an obvious overarching phenomenon (classifiers) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB038, GB057","GB552m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-CLA-2","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB552m, GB038","GB038c","yes","GB038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-CLA-3","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB552m, GB057","GB057c","yes","GB057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-CPA-1","create meta-variable to keep track of an obvious overarching phenomenon (comparative degree markers) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB275, GB276","GB800m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-CPA-2","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB800m, GB275","GB275c","yes","GB275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-CPA-3","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB800m, GB276","GB276c","yes","GB276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-CPE-1","create meta-variable to keep track of an obvious overarching phenomenon (complementizers in complements of verbs of thinking and/or knowing) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB421, GB422","GB510m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-CPE-2","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB510m, GB421","GB421c","yes","GB421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-CPE-3","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB510m, GB422","GB422c","yes","GB422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-GEN-01","create meta-variable to keep track of an obvious overarching phenomenon (gender/noun class systems) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB051, GB052, GB053, GB054, GB170, GB171, GB172, GB192, GB198, GB314, GB315, GB321","GB551m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-GEN-02","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB551m, GB051","GB051c","yes","GB051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-GEN-03","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB551m, GB052","GB052c","yes","GB052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-GEN-04","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB551m, GB053","GB053c","yes","GB053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-GEN-05","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB551m, GB054","GB054c","yes","GB054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-GEN-06","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB551m, GB314","GB314c","yes","GB314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-GEN-07","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB551m, GB315","GB315c","yes","GB315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-GEN-08","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB551m, GB321","GB321c","yes","GB321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-GEN-09","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB551m, GB192","GB192c","yes","GB192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-NUM-01","create meta-variable to keep track of an obvious overarching phenomenon (number marking of NPs) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB039, GB041, GB042, GB043, GB044, GB165, GB166, GB316, GB317, GB318, GB319, GB320, GB184, GB185, GB186","GB945m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-NUM-09","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB945m, GB039","GB039c","yes","GB039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-NUM-10","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB945m, GB041","GB041c","yes","GB041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-PAS-1","create meta-variable to keep track of an obvious overarching phenomenon (passive) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB147, GB302, GB304","GB555m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-PAS-2","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB555m, GB147","GB147c","yes","GB147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-PAS-3","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB555m, GB302","GB302c","yes","GB302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-PAS-4","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB555m, GB304","GB304c","yes","GB304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POL-1","create meta-variable to keep track of an obvious overarching phenomenon (polar interrogation via verbal morphology) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB285, GB286, GB291","GB949m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POL-2","create meta-variable to keep track of an obvious overarching phenomenon (polar interrogation via segmental verbal morphology) to reduce downstream boosting of the absence of the phenomenon – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable (dimensionality-recomposition); simple conditioning (conservative)","GB949m, GB285, GB286","GB947mc","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POL-3","create meta-variable to keep track of an obvious overarching phenomenon (polar interrogation via polar interrogative particle) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB262, GB263, GB264, GB285","GB950m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POL-4","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB947mc, GB286","GB286c","yes","GB286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POL-5","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB949m, GB291","GB291c","yes","GB291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POL-6","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple conditioning (conservative)","GB947mc, GB950m, GB285","GB285cc","yes","GB285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POL-7","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB950m, GB262","GB262c","yes","GB262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POL-8","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB950m, GB263","GB263c","yes","GB263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POL-9","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB950m, GB264","GB264c","yes","GB264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POS-01","create meta-variable to keep track of an obvious overarching phenomenon (expression of predicative possession with an S-like possessum and an oblique-coded possessor) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB252, GB253, GB254","GB251m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POS-02","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB251m, GB252","GB252c","yes","GB252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POS-03","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB251m, GB253","GB253c","yes","GB253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POS-04","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB251m, GB254","GB254c","yes","GB254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POS-05","create meta-variable to keep track of an obvious overarching phenomenon (coding of adnominal possession on possessor) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB430, GB432","GB590m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POS-06","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB590m, GB430","GB430c","yes","GB430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POS-07","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB590m, GB432","GB432c","yes","GB432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POS-08","create meta-variable to keep track of an obvious overarching phenomenon (coding of adnominal possession on possessed noun) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB431, GB433","GB591m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POS-09","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB591m, GB431","GB431c","yes","GB431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-POS-10","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB591m, GB433","GB433c","yes","GB433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-REL-1","create meta-variable to keep track of an obvious overarching phenomenon (relative clauses headed by an internal NP) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB329, GB330","GB606m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-REL-2","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB606m, GB329","GB329c","yes","GB329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-REL-3","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB606m, GB330","GB330c","yes","GB330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-SAP-1","create meta-variable to keep track of an obvious overarching phenomenon (SAP-indexing) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB089, GB090, GB091, GB092, GB093, GB094","GB625m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-TAM-04","create meta-variable to keep track of an obvious overarching phenomenon (grammatical marking of evidentiality) to reduce downstream boosting of the absence of the phenomenon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB322, GB323","GB595m","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-TAM-05","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB595m, GB322","GB322c","yes","GB322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-TAM-06","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB595m, GB323","GB323c","yes","GB323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-TAM-07","create meta-variable for downstream conditioning or statistical assessement purposes only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable","GB086, GB120, GB520, GB082, GB083, GB084, GB121, GB309, GB521, GB110","GB589m","no","GB589m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-TAM-08","create meta-variable to keep track of an obvious overarching phenomenon (morphological marking of tense) to reduce downstream boosting of the absence of the phenomenon – logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"merging, meta-variable; multiple conditioning (conservative)","GB777drm, GB557drm, GB082, GB083, GB084","GB580mcc","yes","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-TAM-09","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB580mcc, GB082","GB082c","yes","GB082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-TAM-10","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB580mcc, GB083","GB083c","yes","GB083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-TAM-11","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB580mcc, GB084","GB084c","yes","GB084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-TAM-15","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB557drm, GB309","GB309c","yes","GB309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"logical","L-TAM-16","logical conditioning downstream of meta-variable creation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple conditioning (conservative)","GB589m, GB110","GB110c","yes","GB110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
