"","glottocode","TLI0549","TLI0552","TLI0559","TLI0560","TLI0570","TLI0578","TLI0580","TLI0582","TLI0589","TLI0592","TLI0596","TLI0597","TLI0598","TLI0604","TLI0860","TLI0891","TLI0892","TLI0893","TLI0958","TLI0959","TLI1044","TLI1083","TLI1099","TLI1100","TLI1101","TLI1102","TLI1112"
"3483","tsha1245","?","False","False","?","?","?","?","?","False","?","False","?","?","?","?","False","False","False","?","?","?","?","?","FALSE","?","FALSE","?"
"3484","tsho1240","False","False","False","False","False","False","True","False","False","False","False","False","?","False","?","False","False","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"3492","tswa1253","?","?","False","False","False","?","?","False","False","False","False","?","?","False","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","Neither"
"3511","tuni1252","True","False","?","?","False","False","?","False","False","False","False","?","True","?","?","?","?","False","?","?","?","?","FALSE","TRUE","TRUE","FALSE","BarkAndSkin"
"3514","tunu1234","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","first, second, three-th","?","FALSE","FALSE","?","?","?"
"3515","tuol1234","?","False","?","?","?","?","False","?","?","?","False","?","?","?","?","True","True","?","?","?","?","?","?","FALSE","?","FALSE","Neither"
"3519","turk1304","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","TRUE","?","one-th, two-th, three-th","?","TRUE","FALSE","?","?","?"
"3520","tusc1257","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"3525","tuyu1244","?","?","?","?","True","False","?","True","False","False","?","?","False","?","?","?",NA,"?","?","?","?","?","FALSE","FALSE","?","?","?"
"3532","tzot1259","False","False","False","?","True","False","True","True","False","False","False","?","False","?","?","False","True","False","TRUE","?","first, two-th, three-th","?","TRUE","FALSE","TRUE","FALSE","Neither"
"3535","uare1241","True","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"3538","udih1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","TRUE","FALSE","?","?","?"
"3540","udmu1245","False","False","False","True","False","False","True","False","False","False","False","?","False","False","?","?","True","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"3547","ukur1240","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"3550","ulwa1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","False","?","?","?","?","?","?","?","?","?"
"3553","umat1237","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?"
"3560","umpi1239","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","True","False",NA,"?","?","?","?","?","?","?","?","?"
"3563","undu1236","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"3576","urap1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"3590","usan1239","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","False","TRUE","?","?","?","?","?","?","FALSE","?"
"3597","utuu1240","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"3620","veps1250","True","False","False","False","False","False","True","False","False","False","False","?","False","False","?","False","True","False","TRUE","?","first, second, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"3623","viet1252","True","True","?","?","?","False","?","False","False","False","False","?","False","?","decimal","?","?","?","TRUE","FALSE","?","?","?","FALSE","FALSE","?","Neither"
"3641","waga1260","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3648","waim1255","?","True","False","?","False","False","False","?","False","?","?","?","False","?","?","True",NA,"?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"3650","waja1257","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","FALSE","?","?","?","?"
"3661","wamb1258","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","FALSE","TRUE","?","?","?"
"3667","wanc1238","True","?","False","?","False","?","True","?","?","?","?","?","False","?","?","False","False","?","?","?","?","?","FALSE","FALSE","?","FALSE","TreeInBark"
"3670","wand1278","True","False","?","?","?","True","?","False","False","False","False","True","?","?","?","False","True","?","?","?","?","?","?","?","FALSE","FALSE","TreeInBark"
"3673","wang1289","?","False","False","?","?","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3677","wanm1242","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3681","wany1246","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"3683","waor1240","True","True","?","?","False","False","?","True","False","False","True","?","False","?","?","?","?",NA,"?","?","?","?","?","FALSE","TRUE",NA,"Neither"
"3685","wapp1239","False","False","?","?","False","False","?","True","False","False","False","?","False","?","?","?","?","False","?","?","?","?","FALSE","FALSE","TRUE","FALSE","Neither"
"3689","wara1303","?","False","?","?","False","False","?","True","False","True","True","?","?","?","vigesimal","?","?","False","TRUE","FALSE","first, two, three","?","FALSE","FALSE","TRUE","?","BarkAndSkin"
"3690","ward1246","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"FALSE","?",NA,"?","FALSE","FALSE","?","?","?"
"3693","wari1262","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3697","warl1254","?","False","False","?","False","False","True","?","False","?","?","?","?","?","?","True","False",NA,"?","?","?","?","FALSE","TRUE","TRUE","FALSE","?"
"3698","warl1255","?","False","False","?","False","False","True","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3699","warl1256","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","?","False","?","?","?","?","?","?","?","?","FALSE","?"
"3704","waru1264","?","False","False","?","?","False","True","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3705","waru1265","?","False","False","?","False","False","True","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3707","wash1253","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","TRUE","?","?","?","?","?","?","?"
"3708","wask1241","False","False","False","False","?","False","?","?","?","?","?","?","?","False","restricted","True","False","?","?","?","?","?","?","?","?","?","?"
"3710","wath1238","?","False","False","?","False","False","True","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","FALSE","FALSE","?","?","?"
"3714","waya1270","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","FALSE","?","?","?"
"3717","wayu1243","?","?","?","?","False","False","?","False","False","False","?","?","False","?","decimal","?","?","?","TRUE","?","first, two, three","?","FALSE","FALSE","?","FALSE","?"
"3720","wein1239","True","False","False","False","True","?","?","False","False","False","False","?","?","False","?","False","False","?","?","?","?","?","FALSE","FALSE","?","FALSE","?"
"3722","wels1247","True","False","False","False","False","False","False","False","False","False","False","?","False","False","?","False","True","False","TRUE","?","first, second, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"3728","wers1238","?","False","?","False","False","False","?","True","False","True","False","False","?","False","?","?","False","?","?","?","?","?","?","?","FALSE","FALSE","TreeInBark"
"3729","west1506","True","?","False","False","True","False","True","?","False","?","False","?","False","False","?","False","False","?","?","?","?","?","?","FALSE","?","FALSE","Neither"
"3733","west2376","True","False","False","False","False","False","True","False","False","False","False","?","False","False","?","False","True","?","?","?","?","?","TRUE","FALSE","FALSE","FALSE","BarkAndSkin"
"3734","west2392","False","False","False","True","False","False","False","False","False","False","False","?","False","True","?","False","False","False","TRUE","?","first/one-th, two-th, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"3741","west2430","?","?","?","False","True","False","False","?","False","?","False","True","?","True","?","False","False","?","?","?","?","?","?","FALSE","FALSE","FALSE","?"
"3762","west2600","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","True","False","?","?","?","?","?","?","?","?","?"
"3771","wich1260","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"3773","wich1264","False","False","False","False","False","False","False","False","False","False","False","?","False","False","restricted","False","False","False","?","?","?","?","FALSE","FALSE","TRUE","FALSE","Neither"
"3774","wikm1247","?","False","False","?","False","False","True","?","False","?","?","?","?","?","?","True","False",NA,"?","?","?","?","FALSE","FALSE","?","FALSE","?"
"3777","wint1259","False","False","?","?","False","False","?","False","?","False","False","?","True","?","?","?","?","False","?","?","?","?","FALSE","TRUE","TRUE","FALSE","Neither"
"3779","wira1262","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","True","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3780","wira1265","?","False","False","?","?","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","FALSE","FALSE","?","?","?"
"3782","wiru1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?","?","?","?","?","?"
"3792","wong1246","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3796","woun1238","?","False","False","?","True","False","True","False","False","False","?","?","False","?","?","False","?","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"3801","wume1235","True","False","False","False","True","?","?","False","False","False","False","?","?","False","?","False","False","?","?","?","?","?","FALSE","FALSE","?","FALSE","?"
"3804","wusa1235","True","False","False","False","True","?","?","False","False","True","False","?","?","False","?","?","?","?","?","?","?","?","FALSE","FALSE","?","FALSE","?"
"3820","xian1250","?","?","?","?","False","?","?","?","False","?","False","?","?","?","?","False","False","?","?","?","?","?","?","FALSE","FALSE","FALSE","?"
"3822","xico1235","?","False","?","?","False","False","?","False","False","True","False","?","False","?","?","?","?","?","TRUE","?","one-th, two-th, three-th","?","FALSE","FALSE","FALSE","FALSE","?"
"3829","xuzh1234","True","True","False","False","True","False","False","False","False","False","False","?","False","True","?","False","False","?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"3830","xwel1235","False","False","False","?","?","?","False","?","?","?","False","False","False","?","?","False","False","?","?","?","?","?","FALSE","FALSE","?","?","?"
"3832","yabe1255","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"3836","yafi1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"3846","yaku1245","?","False","False","True","?","False","?","False","False","False","False","?","False","False","decimal","False","False","False","TRUE","TRUE","first, two-th, three-th","?","TRUE","FALSE","?","FALSE","Neither"
"3847","yala1262","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","True",NA,"?","?","?","?","?","?","?","FALSE","?"
"3850","yalu1240","False","False","False","?","?","?","False","?","?","?","False","False","False","?","?","True","False","?","?","?","?","?","FALSE","FALSE","?","?","?"
"3851","yama1264","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","FALSE","FALSE","?","?","?"
"3859","yana1271","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","FALSE","TRUE","?","?","?"
"3861","yand1253","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3862","yand1257","?","False","False","?","?","?","True","?","?","?","False","?","?","?","?","False","False","?","?","?","?","?","?","FALSE","?","FALSE","TreeInBark"
"3866","yang1304","True","False","False","False","?","False","False","?","False","?","False","?","False","True","?","False","False","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither"
"3870","yann1237","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3878","yaqa1246","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"3879","yara1250","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"3881","yare1248","False","False","?","?","False","False","?","True","False","False","?","?","True","?","?","?","?","False","?","?","?","?","TRUE","FALSE","FALSE","FALSE","TreeInBark"
"3885","yasi1237","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?","?","?"
"3888","yawa1258","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3910","yind1247","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","True","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3912","yine1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","?","?","?","?","FALSE","FALSE","?","?","?"
"3915","yinu1238","False","True","False","False","True","?","?","False","False","False","False","?","?","False","?","False","False","?","?","?","?","?","FALSE","FALSE","?","FALSE","?"
"3921","yoid1240","True","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","?","?","?","?","?","?","?","?","FALSE","?"
"3927","yorn1234","?","False","False","?","?","?","True","?","?","?","False","?","?","?","?","True","False","?","?","?","?","?","?","FALSE","?","FALSE","?"
"3928","yort1237","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","FALSE","FALSE","?","?","?"
"3930","youn1235","?","?","?","True","True","False","False","?","False","?","False","False","?","True","?","False","False","?","?","?","?","?","?","FALSE","FALSE","FALSE","?"
"3934","yucu1253","?","False","False","?","True","False","False","False","False","False","?","?","False","?","?","False","?","?","?","?","?","?","FALSE","FALSE","TRUE","FALSE","TreeInBark"
"3936","yuga1244","?","False","False","?","False","False","False","?","False","?","?","?","?","?","?","True","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3940","yuki1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"3941","yukp1241","?","False","False","?","False","False","?","?","False","?","?","?","False","?","?","True","True","False","?","?","?","?","TRUE","TRUE","?","FALSE","?"
"3946","yunl1238","?","?","?","?","False","?","?","?","False","?","False","?","?","?","?","False","False","?","?","?","?","?","?","FALSE","FALSE","FALSE","?"
"3951","yuru1263","?","True","False","?","False","False","False","False","False","False","?","?","False","?","?","True",NA,"?","?","?","?","?","FALSE","FALSE","?","FALSE","Neither"
"3952","yuwa1242","?","?","False","?","False","False","False","?","False","?","?","?","?","?","?","True","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"3954","yuwa1244","True","False","?","?","True","False","?","False","False","True","?","?","False","?","?","?",NA,NA,"?","?","?","?","?","FALSE","TRUE","TRUE","Neither"
"3956","zaca1242","True","False","?","?","False","False","?","True","False","True","False","?","False","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","TreeInBark"
"3969","zeme1240","True","False","False","False","False","False","False","True","False","False","?","?","False","False","?","False","True","?","?","?","?","?","TRUE","FALSE","?","FALSE","Neither"
"3979","zizi1238","False","False","?","?","?","False","?","False","False","False","False","False","?","?","?","False","True","?","?","?","?","?","?","?","FALSE","FALSE","Neither"
"3983","zuni1245","True","True","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","False","?","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither"
"3984","adyg1241","?","False","?","?","False","False","?","False","False","False","False","?","?","?","?","?","?","False","?","?","?","?","?","FALSE","?","FALSE","Neither"
"3989","amel1241","?","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","False","False","TRUE","FALSE","first/one-th, two-th, three-th","affective meanings","?","?","?","FALSE","?"
"3993","apur1254","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","False","FALSE","?",NA,"?","?","?","?","?","?"
"3995","arhu1242","?","False","False","?","True","False","False","False","False","?","?","?","False","?","decimal","False","?","?","FALSE","?",NA,"?","TRUE","FALSE","?","FALSE","?"
"3996","asha1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","TRUE","TRUE","?"
"3998","awac1239","?","False","False","?","True","False","False","False","False","True","?","?","False","?","restricted","False","?","?","FALSE","?",NA,"?","FALSE","FALSE","?","FALSE","TreeInBark"
"4001","bash1264","False","False","False","True","False","False","False","False","False","False","False","?","False","False","?","False","False","False","TRUE","TRUE","one-th, two-th, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"4004","bert1248","False","False","?","?","False","False","?","True","False","True","False","?","?","?","?","?","?","False","?","?","?","?","?","FALSE","?","FALSE","Neither"
"4014","cent2127","?","?","?","?","?","?","?","?","?","?","?","?","?","?","vigesimal","?","?","?","TRUE","?","first/one-th, two-th, three-th","?","FALSE","FALSE","?","?","?"
"4016","chan1313","False","False","False","True","False","False","False","True","False","False","?","?","False","True","?","False","False","?","?","?","?","?","TRUE","FALSE","?","FALSE","Neither"
"4017","chec1245","True","False","False","False","False","False","True","False","False","False","False","?","False","False","?","False","False","False","?","?","?","logical meanings","FALSE","FALSE","FALSE","FALSE","Neither"
"4018","cher1273","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"4019","chuk1273","True","False","False","False","False","False","True","False","False","False","False","?","False","False","vigesimal","False","False","False","TRUE","TRUE","first/one-th, two-th, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"4020","chuv1255","True","False","False","False","False","False","False","False","False","False","False","?","False","False","decimal","False","False","False","TRUE","TRUE","one-th, two-th, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"4023","czec1258","False","False","False","False","False","False","True","False","False","False","False","?","False","False","?","?","?","?","TRUE","TRUE","first, second, three-th","affective meanings","TRUE","FALSE","FALSE","FALSE","Neither"
"4026","dhar1247","?","True","False","?","False","False","False","?","False","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?","?","?","FALSE","?"
"4027","djee1236","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","FALSE","TRUE","?","?","?"
"4028","dong1288","?","?","?","?","?","?","?","?","?","?","?","?","?","?","decimal","?","?","?","?","TRUE","?","?","TRUE","FALSE","?","?","?"
"4032","esto1258","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","False","TRUE","?","first, second, three-th","?","?","FALSE","FALSE","FALSE","?"
"4034","even1259","False","False","False","False","False","False","False","False","False","False","False","?","False","False","decimal","False","False","False","TRUE","TRUE","first, second, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"4036","finn1318","False","False","False","False","False","False","True","False","False","False","False","?","False","False","decimal","False","False","False","TRUE","FALSE","first, second, three-th","affective meanings","FALSE","FALSE","FALSE","FALSE","Neither"
"4040","gude1246","?","False","?","?","?","False","?","False","False","False","False","False","?","?","?","False","?","False","?","?","?","?","?","?","FALSE","FALSE","Neither"
"4042","halh1238","False","?","?","?","False","False","?","False","False","False","False","?","False","?","decimal","?","?","False","TRUE","TRUE","first/one-th, two-th, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"4043","hind1269","True","False","False","False","False","False","False","False","False","False","False","?","False","False","decimal","?","?","?","TRUE","TRUE","first, two-th, three-th","logical meanings","FALSE","FALSE","FALSE","FALSE","Neither"
"4048","ikkk1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?"
"4049","imba1240","False","False","?","?","False","False","?","False","False","False","False","?","False","?","decimal","?","?","False","TRUE","?","first/one-th, two-th, three-th","?","?","FALSE","?","FALSE","Neither"
"4050","imon1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","restricted","?","?","?","FALSE","FALSE",NA,"?","?","?","?","?","?"
"4053","itel1242","True","False","False","False","False","?","True","False","False","False","False","?","False","False","?","?","?","False","TRUE","?","first, second, three-th","?","TRUE","FALSE","TRUE","FALSE","Neither"
"4055","kala1399","False","False","False","False","False","False","?","False","False","False","True","?","?","False","vigesimal","False","False","False","TRUE","?","first, second, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"4056","kalm1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","one-th, two-th, three-th","?","TRUE","FALSE","?","?","?"
"4061","karb1241","False","False","False","True","False","False","True","False","True","False","?","?","False","True","?","True","False","False","?","?","?","?","TRUE","FALSE","?","FALSE","Neither"
"4062","kett1243","True","False","?","?","?","?","?","False","False","?","False","?","False","?","decimal","?","?","False","TRUE","TRUE","first/one-th, two-th, three-th","?","?","FALSE","?","FALSE","?"
"4066","kili1268","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?"
"4067","kiow1266","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","TRUE","FALSE","?","?","?"
"4072","kore1280","?","True","?","?","False","False","?","?","False","False","False","?","False","?","decimal","?","?","False","TRUE","TRUE","one-th, two-th, three-th","affective meanings","FALSE","FALSE","FALSE","FALSE","TreeInBark"
"4074","kron1241","?","?","?","?","?","?","?","?","?","?","?","?","?","?","vigesimal","?","?","?","TRUE","?","one, two, three","?","TRUE","FALSE","?","?","?"
"4081","leal1235","?","?","?","?","?","?","?","?","?","?","?","?","?","?","vigesimal","?","?","?","FALSE","?",NA,"?","FALSE","FALSE","TRUE","FALSE","?"
"4084","lezg1247","False","False","False","True","False","False","True","False","False","False","False","?","False","False","vigesimal","True","False","False","TRUE","TRUE","one-th, two-th, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"4085","lith1251","False","True","False","False","False","False","False","False","False","False","False","?","False","False","?","False","True","False","TRUE","TRUE","first, second, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"4097","mans1258","True","False","False","True","False","False","True","False","False","False","False","?","False","True","?","?","?","False","TRUE","?","first/one-th, two-th, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"4101","maru1249","?","False","False","?","False","False","?","?","?","?","False","?","?","?","?","False","False","?","?","?","?","?","?","FALSE","?","FALSE","?"
"4102","masa1300","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither"
"4107","mini1256","?","False","False","?","False","False","False","True","False","False","?","?","False","?","?","False","?","?","?","?","?","?","FALSE","FALSE","?","FALSE","BarkAndSkin"
"4114","naas1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","TRUE","FALSE","?","?","?"
"4123","nort2671","False","False","False","False","False","False","True","False","False","False","False","?","False","False","?","False","False","False","TRUE","?","first, second, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"4124","nort2745","True","True","False","True","False","False","False","?","False","?","False","?","False","True","?","False","False","False","?","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither"
"4128","nucl1301","False","?","?","?","False","False","?","False","False","False","False","?","False","?","decimal","?","?","False","TRUE","TRUE","first/one-th, two-th, three-th","logical meanings","FALSE","FALSE","FALSE","FALSE","?"
"4130","nucl1643","True","?","?","?","False","False","?","True","False","False","False","?","False","?","decimal","?","?","False","TRUE","TRUE","one-th, two-th, three-th","affective meanings","TRUE","FALSE","FALSE","FALSE","Neither"
"4131","nung1290","False","False","?","?","False","False","?","False","False","False","True","?","False","?","?","?","?",NA,"FALSE","?",NA,"?","FALSE","TRUE","?","TRUE","Neither"
"4134","paez1247","?","False","?","?","False","False","?","True","False","True","?","?","False","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","FALSE","?"
"4137","pana1305","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","TRUE","?","first/one-th, two-th, three-th","?","FALSE","FALSE","?","?","?"
"4141","pawn1254","False","False","?","?","False","False","?","False","False","False","False","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","Neither"
"4144","piar1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","FALSE","FALSE","?","?","?"
"4146","pira1253","?","?","?","?","?","?","?","?","?","?","?","?","?","?","restricted","?",NA,"False","?","?","?","?","?","?","TRUE","TRUE","?"
"4148","poli1260","False","False","False","False","False","False","False","False","False","False","False","?","False","False","?","?","?","True","TRUE","TRUE","first, second, three-th","?","FALSE","FALSE","FALSE","FALSE","Neither"
"4151","resi1247","?","False","False","?","True","False","False","False","False","False","?","?","False","?","?","False","?","?","?","?","?","?","FALSE","FALSE","?","?","Neither"
"4152","russ1263","False","False","False","False","False","False","False","False","False","False","False","?","False","False","decimal","?","?","True","TRUE","TRUE","first, second, three-th","affective meanings","TRUE","FALSE","FALSE","FALSE","Neither"
"4157","ship1254","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","FALSE","?","?","FALSE","FALSE","TRUE","FALSE","?"
"4160","siri1273","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","?","?","?","?","?","?","TRUE","FALSE","?"
"4163","slav1253","?","?","?","?","?","?","?","?","?","?","?","?","?","?","decimal","?","?","?","TRUE","?","first, two-th, three-th","?","FALSE","FALSE","FALSE","FALSE","?"
"4166","sout2750","False","False","False","?","True","False","True","?","False","?","False","?","False","?","decimal","?","?","False","TRUE","FALSE","first, two-th, three-th","?","?","?","FALSE","FALSE","Neither"
"4167","sout2826","True","True","False","?","?","?","False","?","?","?","False","True","False","?","?","True","False","?","TRUE","?","first, two-th, three-th","?","FALSE","FALSE","?","?","?"
"4170","taca1256","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","TRUE","TRUE","?"
"4175","tani1257","?","False","False","?","True","False","False","False","False","False","?","?","False","?","?","True",NA,"?","?","?","?","?","FALSE","FALSE","?","FALSE","TreeInBark"
"4177","tata1255","False","False","False","False","False","False","False","False","False","False","False","?","False","False","?","False","False","False","TRUE","TRUE","one-th, two-th, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"4178","tauy1241","False","False","False","False","?","False","?","?","?","?","?","?","?","False","?","False","True","?","FALSE","?",NA,"?","?","?","?","FALSE","?"
"4186","tiwi1244","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","False","FALSE","TRUE",NA,"?","FALSE","FALSE","?","FALSE","Neither"
"4188","tuca1252","?","True","False","?","True","False","False","False","False","False","?","?","False","?","?","True",NA,"?","?","?","?","?","TRUE","FALSE","TRUE","TRUE","Neither"
"4191","turk1308","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","first, two-th, three-th","?","TRUE","FALSE","?","?","?"
"4193","tuuu1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?"
"4194","tuvi1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","TRUE","TRUE","one-th, two-th, three-th","?","?","?","?","?","?"
"4196","ukra1253","False","False","False","False","False","False","True","False","False","False","False","?","False","False","?","True","True","True","TRUE","TRUE","first, second, three-th","?","TRUE","FALSE","FALSE","FALSE","Neither"
"4200","wamb1259","?","False","False","False","?","False","True","False","False","False","False","?","?","False","?","True","False","False","?","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither"
